Timestamp,Latitude,Longitude,Temperature (°C),pH,Salinity (PSU),Turbidity (NTU)
20-05-2020 19:25,29.31084067,93.00751013,30.76243655,8.187170781,34.42605873,2.643997138
26-04-2015 21:25,35.99959902,94.98022826,26.3031419,7.985067031,36.68544795,1.336874021
25-06-2020 14:05,34.06924029,94.03303832,31.77424837,8.14113829,34.70184139,1.076169792
31-05-2015 02:31,19.62030331,84.46434697,25.07534465,7.831457751,33.03400264,4.833454934
12-02-2016 20:29,26.84808561,92.31093934,26.87414814,8.19316057,35.05416814,3.787674889
12-07-2023 01:18,33.59008683,74.52771639,27.02124419,8.297295106,34.28431236,1.035650309
11-06-2021 11:53,8.784564624,84.15744008,26.79125651,8.200030134,35.75987161,2.511151051
01-09-2016 23:59,23.43413762,81.55080592,30.83937423,8.055286807,35.13376539,2.479041687
19-09-2023 21:33,29.99662717,88.06049072,25.19433398,8.277727222,35.66426005,3.28815209
30-01-2019 11:43,34.118303,84.33734542,30.44954361,7.986337429,33.77426056,3.531896085
17-02-2020 23:49,32.86889299,75.40501218,26.5860694,8.231389935,34.41443895,1.403224808
26-11-2015 04:58,28.34854312,92.60137503,27.69688651,8.299294936,33.77455462,2.908637785
10-04-2022 19:51,36.36916647,91.48551547,29.36636926,7.904448584,36.26699954,4.584654118
12-03-2019 08:13,35.88024022,95.35239467,25.4391242,7.815150167,33.67271017,1.497302988
01-08-2023 07:42,9.703064759,86.36200186,26.25503425,7.803287874,35.94427514,3.503604347
10-09-2018 19:15,6.935093557,87.3587623,30.28848933,7.949402797,33.52988155,2.094748922
12-02-2021 20:38,16.32505026,95.91319175,30.02240574,8.119611273,36.68782684,1.106942059
08-09-2023 17:29,27.32699587,96.54037907,29.65037055,7.8539138,35.19177218,1.800163307
12-12-2022 14:33,34.97803941,79.24806799,31.77289186,8.174402017,35.70907594,3.595296994
12-11-2022 11:30,36.58844851,71.27972666,25.37369039,7.870729538,35.38217035,1.845636979
17-01-2016 10:44,21.03390482,81.84904383,25.16253753,8.067548995,34.80355767,2.576633265
15-08-2016 17:17,7.657134457,89.2672694,30.26259714,7.965834865,36.61179977,4.9767856
19-01-2016 23:48,22.94771851,82.32551385,28.93621887,7.946935537,36.00406562,4.977361728
26-11-2018 16:14,31.39850848,70.81155069,29.19622035,8.03826536,35.04241817,1.623250749
05-07-2015 10:38,20.13549242,80.11200311,30.43313247,8.047623424,33.65458487,3.021867227
17-04-2015 14:49,16.25616002,82.90920178,28.31921177,7.844798356,34.45659489,3.708551615
20-05-2018 18:57,22.34407653,89.75312468,30.83538114,8.201061636,33.14903236,3.379917984
26-02-2015 15:54,7.923822763,90.87525161,25.61990727,8.17733731,35.42501027,4.656460935
12-04-2023 09:01,12.20912191,85.41691072,25.71873961,7.925335049,36.2043463,2.287280988
26-06-2023 22:43,16.60106138,86.80102586,31.24346389,8.260758255,33.47306487,1.816564469
03-04-2021 01:18,12.46286691,84.40131959,31.67338726,8.135386765,36.89092254,1.119035662
27-08-2018 12:43,23.5966922,88.11392674,26.25897524,7.946016665,33.94776573,2.497822737
08-05-2018 00:25,6.720719262,70.92406673,29.69094218,8.209726387,36.34627075,4.09472956
16-10-2019 02:57,34.05122057,74.07727249,28.41679373,8.134910826,35.41275022,2.837348823
15-02-2023 17:36,17.66028882,85.52242014,25.83077801,8.004531671,36.7103985,4.971786351
19-06-2023 01:44,10.33869387,69.39447063,26.57999014,7.815217633,34.57755006,1.604887894
05-03-2022 02:05,22.54345814,77.21088437,25.30781874,8.211901945,34.16479035,4.252190826
14-06-2019 12:53,15.01874059,84.11149861,28.46475722,8.209258177,33.68834569,1.210993506
08-11-2018 16:03,32.07141798,86.17816704,25.92240896,8.161471585,35.32934564,1.316933074
03-06-2020 08:37,8.424307491,77.62749923,27.14844913,7.891709101,36.22767405,1.725277785
08-09-2019 07:06,19.03118653,78.1053545,31.5513921,8.133875607,33.76950397,4.670499382
15-09-2023 06:35,20.00265285,87.29370083,26.60260183,8.215531519,35.05892174,3.012905053
20-02-2021 21:39,28.10028563,86.98835668,31.84073711,8.225873986,33.03173928,1.284128565
18-06-2017 15:16,14.51017362,96.85817978,28.56784615,8.078494571,34.88930677,1.862323709
02-12-2022 02:16,30.6468974,92.05648676,26.32124313,8.214745559,36.17852125,4.229454768
10-08-2021 22:54,19.16989085,68.51183078,31.2108688,8.284199772,36.14733152,4.299232753
11-12-2020 00:24,16.60664026,79.71760376,30.54872205,7.87884685,34.30174491,4.2739424
15-05-2020 14:17,31.63864864,86.02790182,29.37950948,7.829565103,34.5881153,1.111728782
25-05-2020 08:24,26.68858145,80.17891381,29.80069094,8.210875587,36.33003167,4.238930378
20-03-2022 16:10,19.23600133,87.07313347,27.4742982,7.88597787,35.90880963,2.36410214
10-11-2015 03:19,24.97953037,71.0905111,29.50357275,7.955496991,36.90293563,3.702326636
01-08-2020 11:05,11.13156865,79.9281919,28.77314289,8.217856327,35.73971289,2.159507311
06-05-2016 19:31,28.03136866,69.21664229,29.09429593,8.153115033,35.47328955,2.006140213
02-05-2017 21:19,35.12468757,69.08230575,26.75756342,7.800271688,34.83636593,3.45320488
06-01-2018 05:27,21.20914065,95.72020116,31.36758314,8.208785968,35.07361407,1.644722454
26-05-2023 16:27,34.93966608,79.58327377,27.39842605,7.955788516,34.83850499,3.697608961
07-08-2023 13:15,12.50277303,94.97580267,25.75215632,8.290924837,35.99162691,4.273875729
12-01-2020 03:43,25.98527527,72.54259613,30.59340411,7.911343596,33.91940155,1.26302361
12-08-2018 07:39,34.92907889,84.88315409,25.73484299,8.0472667,34.70081773,2.350381891
09-08-2021 20:47,35.45533044,81.64693762,31.13785644,8.189084482,36.15459169,3.833634109
20-01-2016 22:46,11.56486268,71.44750976,26.61564896,7.889688595,34.55407744,2.327667315
08-10-2017 09:39,11.72053249,68.30010136,29.90863837,8.25442295,34.36555204,4.235876129
31-07-2020 14:41,22.44308265,91.73408969,31.73848219,8.233126131,33.01935973,1.713283994
26-07-2020 04:11,20.54007523,72.88646577,29.2005098,8.29335108,35.92608992,1.847088672
10-02-2016 20:03,7.37658336,86.99479568,29.457892,7.929235975,33.79342029,3.05571151
03-01-2019 02:52,34.475037,88.91621859,25.97938232,7.943109262,36.80100772,1.189725319
23-03-2019 17:45,16.77941704,92.27233821,26.94714294,7.997526066,35.85461478,1.71092999
06-04-2021 10:14,36.988454,79.90766638,30.99430424,7.943726684,36.18642622,2.538848415
18-08-2015 09:03,11.37057153,79.027036,29.98936359,7.968334789,35.27987034,1.993059175
11-06-2019 07:55,8.71325584,77.07481373,25.09392124,7.998648035,35.03016476,2.126152529
08-02-2022 12:30,19.48281523,78.73141588,30.04976589,8.196611878,35.66617471,3.582302021
08-06-2021 05:57,34.39967607,80.04497564,27.38120791,8.026950359,36.99004442,4.89211899
02-10-2018 09:06,11.32700331,81.85406472,27.97768364,7.92910333,34.39028091,3.989004258
01-02-2019 18:42,31.19893725,72.24291318,31.9392931,8.109527936,33.26320486,2.475200808
03-01-2022 03:20,32.14512891,77.5033365,27.61610469,8.198658972,33.02068966,1.704184934
14-04-2019 03:32,7.77890439,74.93284838,30.97106831,7.968436962,33.79378544,1.423707354
19-01-2018 15:52,12.08914372,91.14274712,31.41670999,7.983756733,33.83261834,3.766623827
05-06-2021 06:47,31.56522917,82.95717198,30.00863946,8.223047135,34.67788409,3.069515022
26-12-2016 10:09,34.55109996,80.61924137,28.14003598,7.94248673,33.94555156,4.212336024
26-04-2023 21:30,28.9727454,79.61679197,25.69894226,8.042025736,33.5109761,2.572170008
03-01-2016 17:21,21.75490254,75.83872665,27.83695116,8.15205738,33.65989204,3.545421992
12-10-2015 03:51,25.29744654,84.26133031,30.62597538,7.886849291,35.13532001,2.184403576
14-02-2021 15:23,17.14638914,83.45034653,28.61312892,8.023781832,36.8761331,2.543608833
29-11-2019 09:04,11.54731545,78.89841016,27.55603081,8.088335958,34.40674974,3.583598969
14-10-2018 19:31,10.41184519,69.92642091,31.03183519,8.127973962,36.12750292,1.800608712
23-04-2022 07:12,14.5084173,75.94931008,29.95653655,7.836655408,36.0244463,3.611303541
17-10-2022 03:08,17.16125837,78.08433209,29.55976885,7.909139945,34.08118366,4.686540043
09-03-2018 07:11,27.95356547,88.7499912,31.35919534,7.883844231,33.2037816,1.555781335
18-05-2021 13:41,35.99796667,92.08762193,25.55785453,7.948479312,36.21679757,4.619170734
23-12-2018 14:57,32.09264584,80.15196517,26.09615144,8.258770449,36.04967541,4.303833169
02-12-2019 20:44,34.75833996,93.40031579,26.5163822,8.114907872,36.61655948,1.969224741
18-03-2015 11:04,14.10987495,76.64742,30.40877461,8.172295829,34.59321942,4.521949938
07-03-2019 13:32,18.72176137,80.60918063,25.23266526,7.820291501,36.50752417,1.883751358
06-10-2016 04:00,33.53990298,89.4168366,30.02394693,8.161853406,36.68285665,3.87085387
23-02-2017 11:47,13.1047691,69.79316021,27.17743402,8.210255809,33.39035757,3.459374534
15-03-2019 17:55,12.40288958,76.45151765,31.53350924,8.162754994,33.43872392,1.138711162
02-03-2023 04:59,11.63963873,91.55538377,25.43582143,8.268922567,36.36178304,3.762688051
02-10-2021 06:56,10.5059942,86.99358127,28.09032773,8.298287977,33.87578128,2.66173734
23-01-2022 05:43,24.54809455,88.40022349,26.54695119,7.898822441,34.891442,3.035923403
24-04-2022 21:31,15.77664956,79.46749614,29.03953325,8.202108258,35.84287837,2.310904433
15-10-2020 05:44,17.30641349,93.23740239,26.94997079,7.983556482,35.07687921,2.190442135
10-09-2020 21:07,15.79069688,91.31147402,27.37492586,8.249120282,36.18410094,2.210829569
28-06-2020 22:38,10.05530045,87.43291977,25.35827233,7.982212465,36.06279413,2.184182924
07-03-2016 02:14,29.65557893,86.42604959,26.51854685,8.034671408,33.50147668,2.370904903
22-08-2023 01:45,15.90455329,78.99176073,31.74784958,7.938788872,33.30586395,4.260007227
21-07-2023 02:29,33.720034,85.61636241,31.47903352,8.153155267,34.76621296,1.900919039
15-05-2022 10:11,29.55546117,77.78502755,30.38755186,7.933772357,33.27478129,2.58212702
14-10-2022 17:42,28.48750725,81.95299761,27.98377005,8.239024202,35.70056759,3.331171868
22-07-2015 14:16,30.23788872,73.77471682,31.27951944,7.962033808,36.72597179,2.81414903
09-12-2021 07:46,8.695283638,90.72343936,28.53575792,8.191242902,34.46045311,4.862395386
16-07-2016 23:41,8.434715738,84.05291023,31.90747961,7.982453134,34.15840939,4.467417425
30-06-2019 06:35,36.55684532,68.86426715,30.79734913,8.154525997,33.92179974,2.179802544
31-12-2021 19:17,6.674277169,89.37840284,29.76691001,7.852879148,36.05053991,1.955636694
27-10-2015 08:01,18.02250655,80.52256434,28.43600454,7.932672745,35.63430653,2.690281993
11-07-2023 16:56,32.15476347,72.84536377,31.54360833,8.150824537,35.63175009,2.711508887
30-11-2015 06:49,12.74012159,90.80662544,27.45177881,7.988726411,34.59701157,3.990300597
04-09-2020 10:01,30.88262936,69.97740405,29.59561614,8.211109997,35.85313762,2.726489583
24-11-2016 13:29,31.383682,91.09498389,26.46680808,7.985332996,36.14148999,1.507142072
28-06-2016 11:22,14.07094427,90.02404351,25.0709261,8.132509806,35.16690183,2.882119607
19-07-2022 21:41,24.56451286,69.03676626,31.51482986,7.918462343,34.81652614,4.738288455
21-10-2022 04:10,13.18209276,90.79234483,27.19737574,8.02441294,34.72103827,2.171086865
02-09-2016 06:43,17.33509885,94.21175395,29.46788772,7.818298267,36.74011545,1.501360518
01-01-2021 12:20,14.1627784,94.22006176,29.31163123,8.202010595,35.04436353,3.602062289
16-04-2021 18:59,9.447302859,76.54394218,30.86839998,8.121582062,36.84302674,1.388951058
20-04-2017 01:59,19.63704806,76.96117016,28.6821485,7.901166749,35.01308789,2.764572846
21-07-2023 07:10,17.11890748,73.78488544,26.82076005,8.290292558,36.92702848,3.909751251
12-06-2022 10:25,12.33113537,89.70915642,29.07731014,7.964057808,33.60731383,4.234148981
27-08-2015 23:12,16.51113852,90.66695191,27.5423511,7.951873557,35.01991196,1.80509455
06-03-2017 08:14,19.51998243,96.50010298,31.14864267,8.03833733,34.78686196,4.253789652
31-10-2015 14:03,26.13547986,92.58033812,25.46534465,8.103821623,36.96347083,4.739302698
12-07-2023 03:41,19.27945328,69.69162536,27.45760299,7.957201137,33.22084156,3.288437691
17-10-2018 01:27,10.98494696,92.74952808,29.74080766,8.136388375,35.69626505,3.742092274
13-02-2021 13:15,20.23501905,72.60125083,27.60479713,8.282321458,36.86472621,1.331797588
19-06-2019 08:39,36.16737037,95.0974483,31.48639077,8.230691753,34.73291667,3.007158701
21-12-2018 02:32,7.838890013,73.2779027,28.23826155,8.071397376,33.03588603,2.11837032
01-12-2016 00:17,6.425138619,90.96040779,30.58598901,8.072300593,33.88952579,3.154877138
24-08-2023 09:51,30.0049718,78.51216236,26.93624351,7.897148322,34.3113022,3.702069854
06-11-2017 03:03,33.08488521,70.73767467,30.30220457,7.946750987,35.39673236,3.834776814
11-02-2015 12:53,9.258305641,90.63471588,30.8853663,8.137234879,34.52016832,3.477632146
03-02-2016 01:03,15.79102326,74.4905182,25.3442421,8.256543496,33.95333248,4.606525923
16-12-2022 15:42,23.72492978,78.01960632,30.57389528,8.101277093,33.32864462,3.061625781
02-06-2015 00:37,9.672533922,94.45181777,31.34416055,7.883905178,36.06236119,3.528121576
02-10-2022 17:03,14.8913658,69.13398535,28.97639713,8.207430854,36.42924902,1.380443536
17-07-2016 07:45,31.72763741,81.55350833,30.52399276,8.087672607,35.45133855,4.237946327
27-06-2017 16:02,12.06755918,71.84402289,27.2619076,8.253783613,34.0478903,4.635108932
14-02-2020 18:44,8.312617768,83.74867834,30.46222351,8.242812306,35.28604876,4.278913317
01-03-2020 05:08,7.114849415,91.254267,31.74654878,7.906918567,33.76573168,3.863488375
02-06-2018 21:23,36.30364726,94.38092415,30.32648021,8.001971772,35.80639887,3.452123464
31-08-2018 01:16,13.17765433,68.32515764,31.1540748,8.056939222,33.47783428,2.590132904
28-08-2023 00:12,35.11758119,82.08999358,28.54954153,8.052120878,34.92107873,2.892486765
30-06-2016 11:10,25.54817307,84.84734603,30.74326985,8.03261969,33.86102071,1.818712423
03-06-2023 12:27,21.71171106,88.19936761,31.63034496,8.066296653,36.07207298,3.482102497
02-04-2017 02:29,12.04347046,70.95552298,26.35043801,8.099927876,36.36909097,4.220221268
13-09-2015 23:51,11.17998753,74.65713639,27.12693466,8.208659909,34.32116539,3.247984
13-07-2018 01:51,23.20588228,87.52710473,30.0495345,8.299128298,35.06390656,1.503591372
11-04-2019 09:52,13.17730223,94.38651017,26.79864016,7.933011488,35.89227941,2.387089741
10-11-2020 17:20,12.99212732,88.50763095,31.62901157,7.986176737,34.45798049,3.310212882
07-06-2022 09:38,28.03324259,88.12159459,27.30068329,8.231841842,35.93952517,3.56964298
10-10-2020 00:55,20.61207161,72.87044309,31.29600818,8.163012213,35.28045837,3.88697227
07-07-2022 07:30,24.60925629,79.28018595,31.50475156,8.176708437,35.49352706,4.398679045
04-06-2023 05:06,33.96476949,70.39285,28.02307179,7.806942374,35.15952989,3.66340595
24-04-2015 13:03,7.48555825,80.88083941,28.37151716,7.944932782,33.78705611,4.995329113
01-01-2020 00:38,36.44401565,91.83230316,31.32505131,8.292758074,36.47940263,3.466291968
10-12-2023 08:46,26.69444544,72.24531112,31.0384308,8.128874011,34.32802497,3.594564036
15-11-2019 21:25,34.63785417,82.54454565,28.01879352,7.955316525,36.02635839,2.011750276
18-07-2022 12:02,10.98066397,88.09866389,27.29725748,7.920041713,34.45520058,3.542431291
19-09-2019 15:47,16.8633837,70.50183252,26.83712135,8.019606001,33.78547931,3.232033478
13-12-2015 01:24,28.43378044,90.63601464,31.68625174,8.289470422,35.9547706,3.754417227
22-04-2015 06:24,32.91598039,74.53350964,29.83501641,8.208190426,36.98192786,3.279450263
24-01-2017 05:58,33.36830496,73.24665087,26.40172617,7.961281399,36.68020802,4.296893712
29-07-2019 08:19,32.61534144,75.08670179,26.24260541,7.861207831,33.30690902,2.998964926
02-05-2022 19:20,19.07276249,94.78119611,27.82014808,7.9494353,35.24553304,2.926463748
16-02-2022 07:43,35.12244709,89.37650837,26.77502318,8.039382788,34.63683183,2.157328972
03-07-2023 13:16,23.97167211,87.60816712,29.36278035,8.077531372,34.80190962,3.079260915
24-09-2017 10:03,17.14831108,78.42649385,26.84604688,8.241032449,35.42544376,1.876470222
31-12-2020 06:12,35.53417486,70.02531961,31.64827168,8.155402888,35.67295828,3.886396995
06-06-2018 07:18,32.75286715,94.61718743,30.04147456,7.843219699,36.06988095,4.877290536
14-03-2017 12:17,35.53767305,87.89658205,27.91738073,8.146529981,35.97307496,4.16357412
17-04-2016 12:27,30.68793496,79.21948269,31.63415683,8.235786188,33.44500244,4.401123317
23-12-2023 03:16,15.87330269,90.98678433,28.63089136,8.231108802,33.91871651,4.486941169
10-07-2021 15:18,32.17010288,92.89851214,29.44844434,8.203580824,36.04862671,4.401349138
25-08-2021 01:22,6.506398491,90.72885991,29.16099312,7.891484717,34.39039031,4.260209685
04-05-2017 11:13,12.222704,92.52704167,30.66267416,8.099091851,34.94359475,3.625409341
06-08-2016 23:29,6.442204534,92.47074443,31.66137778,8.167321381,34.72733833,2.014801476
19-08-2015 21:25,15.97813164,68.50049045,25.7974969,7.928319636,34.98209763,2.046717711
17-02-2020 01:43,13.32871354,85.35971216,28.65345473,8.076216073,33.87065092,1.319936499
31-10-2016 05:10,24.18854928,79.12884784,28.61949076,7.995988723,36.11208179,1.010982313
13-01-2017 14:41,11.62606553,84.6901405,25.62099315,7.835923381,36.2709062,4.489144333
15-07-2022 17:59,22.32147009,95.20969307,25.58399795,8.01040971,35.21957672,2.754971014
13-12-2023 15:03,33.81086629,71.06997619,26.45814364,8.071160417,35.0019381,2.720643512
05-05-2018 08:32,36.08948373,69.89183317,31.26353478,7.855822123,34.43775765,1.682230036
08-01-2021 09:52,35.31283766,88.42604471,27.68625412,8.021617459,34.03920117,3.049556576
15-12-2018 07:09,29.36662638,73.63414042,28.70544591,8.189988367,34.04881443,3.507191132
18-01-2021 04:32,33.34564142,94.50249504,31.79112394,8.070489496,33.02741842,4.937169636
13-07-2016 09:24,26.24238452,78.49716818,29.14718463,7.964846964,36.86234203,2.015473055
20-01-2023 23:11,15.38427171,93.7265589,25.0410229,7.821470455,33.24598167,1.569821515
20-10-2019 16:42,16.43164695,81.0710869,31.98903234,7.80001019,34.38975334,2.745686559
17-10-2021 15:33,20.79414737,79.35831907,27.47069664,8.085192864,36.1079567,1.982779386
07-12-2021 17:23,15.98372672,68.90159759,29.23661147,8.026074896,35.0389286,2.876792085
02-01-2019 08:02,11.47537102,90.75573292,29.39451422,7.877022275,36.09234093,3.966829556
20-10-2020 00:21,30.73699381,96.36501302,27.77067629,7.902117317,35.67115175,1.010854837
08-04-2019 14:16,14.14028051,71.96621915,27.90839105,7.832217919,34.70701298,1.598424868
30-08-2018 13:16,24.97412513,72.62055218,25.81202102,8.144808516,34.39426736,1.103075452
17-08-2016 07:14,11.68061023,89.84327852,31.87506238,8.124440537,35.39367419,1.061720399
29-05-2021 20:23,9.003810192,91.27856581,29.80246611,8.057374985,34.17995544,1.398245456
24-07-2017 04:54,25.55143355,90.65644397,25.53198723,7.935320351,35.0363648,1.040310103
25-08-2016 05:55,10.93888051,74.46823498,29.83898339,7.859473822,33.33998223,4.00858953
24-08-2023 07:51,33.52543435,73.89762748,29.59219691,7.942513826,36.13294226,1.601291114
12-09-2018 14:47,28.19083526,83.3500956,27.43676502,8.238215592,35.92595138,1.046764664
27-07-2023 14:00,25.6826207,78.31439933,26.74657411,8.03366718,34.38309687,1.794229079
03-07-2020 16:32,11.02330443,90.88842586,25.25813764,8.078120657,34.46237892,3.74480465
17-03-2016 14:39,13.80747858,77.20966704,25.0606479,8.04410665,34.76199911,4.345699983
09-09-2016 16:46,17.0692528,80.22368961,31.09972873,8.233411604,36.12770882,3.294999154
26-03-2023 03:02,30.24920938,94.98396293,25.58748532,8.205023149,34.81708559,2.403271689
08-09-2023 20:09,12.92425354,78.40959624,31.80250601,8.27996405,36.77707132,4.623708736
11-03-2017 11:28,25.85232568,86.11726902,26.11925292,8.278542434,36.88233269,3.371010084
28-06-2017 07:42,22.78460413,92.10528719,30.67783641,8.178176171,33.93979832,3.039762136
10-02-2015 14:42,30.38246715,75.5198765,26.95833092,7.927004352,36.48331357,2.771917441
01-02-2019 16:00,17.21114355,91.46764665,25.55913636,7.988014351,33.35866103,2.972131112
16-05-2015 06:05,13.8095574,86.82277529,31.93878511,8.209033128,36.37006115,2.145961409
21-10-2023 07:01,32.47531241,74.28579792,31.94507341,8.003037913,33.52354555,2.131088942
10-09-2023 00:35,31.66706656,71.9273657,27.5528922,8.225825434,34.62502145,1.329142639
02-11-2015 12:10,18.831158,72.34739426,31.94645294,7.968771249,35.34067305,1.40686916
18-08-2020 07:13,8.684267869,96.72283517,25.75718369,7.971234152,34.56815049,1.336672851
29-12-2023 20:14,13.29289736,95.84125467,27.05628495,7.831605511,34.48170713,4.833491687
18-11-2020 17:44,36.23407952,84.49526347,29.60632714,7.917221942,33.63239422,4.846425156
16-03-2018 01:55,6.970222749,71.0684287,28.40542382,7.816074934,35.70481988,3.680177357
29-08-2018 22:36,16.45122708,74.23914435,25.6011501,8.169274705,35.8564292,3.192429478
28-07-2020 23:22,16.08386587,92.1970819,25.7529316,7.805752747,34.62329138,2.167985283
23-11-2023 06:01,23.06043572,80.91283852,31.02454422,8.258872924,34.43762606,3.088717828
05-06-2023 03:13,24.57361839,77.93306076,29.85958973,7.892527599,33.40029974,1.05535132
03-03-2015 03:09,35.82933789,68.45638376,31.14096,8.196249544,36.76864165,2.799082215
15-09-2017 16:36,14.49008499,71.95110001,31.21340309,8.253066238,34.33220181,1.75444982
19-04-2016 18:09,14.83562532,92.03629205,27.03171969,7.898789929,35.91595046,4.238356657
09-10-2018 08:49,27.72544239,78.58569959,29.2412709,8.132099037,35.21237701,4.666873989
29-12-2016 01:20,28.0795928,89.38380544,26.43140775,8.247547261,36.05017255,2.445493125
31-08-2015 23:18,36.46023564,72.97732837,28.32663159,8.294962427,33.92208539,2.978119456
26-02-2018 07:32,27.02337146,93.91877875,26.24377194,8.047822248,34.55366762,2.618935699
02-06-2019 23:46,26.40601637,80.43186327,27.73526544,8.012477786,33.57663833,3.459010308
29-04-2018 12:39,14.86812408,78.07726944,27.75021563,8.012562746,36.24166668,4.415471759
02-06-2022 12:39,35.58914723,87.1882627,31.8031909,8.283974338,34.52184754,3.165813293
26-04-2018 21:31,32.57116508,74.47503871,29.20261443,8.19011466,33.89780338,1.100945591
15-10-2018 18:34,18.67599064,69.05093804,28.43145592,7.99026387,34.26282054,4.056351191
18-08-2017 09:19,21.44616074,92.12295079,28.20049792,8.227120882,35.4030594,2.276794308
19-08-2020 12:24,31.25744078,92.38614778,26.67708237,8.155527804,35.30076173,2.359168503
22-03-2015 10:39,35.52996799,94.60452428,30.65079443,8.246028078,33.83235958,1.229890033
24-04-2015 18:25,12.98673915,96.96518312,30.77635993,8.192098599,34.70022492,4.375355355
26-12-2016 05:02,21.96904054,90.73410337,26.15528807,8.128868195,36.87480142,2.095325304
19-07-2023 04:11,33.48785035,88.39946463,30.38151232,7.921441705,34.6243511,4.752849056
10-11-2019 21:59,8.441280149,74.73298638,30.90991401,7.903022074,34.24621384,2.640351129
05-07-2018 15:41,35.67161014,89.24337095,25.2940091,8.243955047,36.30775186,3.766645152
30-03-2015 08:39,29.51532425,73.05813255,25.95234225,8.152023148,35.21814372,3.044315826
23-05-2023 06:36,10.83231827,84.40867892,29.60858034,7.961006064,33.22402371,4.634793035
30-12-2022 10:52,26.30753877,88.3490637,30.2648576,8.048236778,36.03713241,2.348032406
25-03-2017 02:37,15.56639661,96.07828516,28.88266748,7.909952685,35.77460367,1.126472133
11-01-2018 17:23,35.89414446,90.58721426,25.42245718,8.108600738,36.4046428,3.105484514
11-04-2018 05:25,23.07569112,79.09481263,27.91868302,8.075272449,34.86536544,1.699538609
29-04-2020 05:54,29.32222497,74.32235024,30.15827193,8.064305755,33.72665661,3.127379874
19-04-2021 12:34,28.57269855,82.01172974,31.06931241,8.181016362,33.11284394,4.760784342
07-09-2022 21:23,26.07020262,92.19102144,27.61107706,8.094242277,33.0806748,2.411574463
28-06-2021 01:38,9.731950733,69.82967232,29.98008469,8.175247356,36.51882028,4.86044141
09-01-2022 22:04,11.25677091,80.59379656,25.40672437,7.980597433,34.81776179,3.466459819
31-03-2020 23:35,7.437023543,69.39968461,28.82779879,7.881416435,33.70120731,4.442477971
19-01-2019 17:51,29.71996428,90.36670949,25.84272627,8.183124776,34.2752383,1.037114611
04-10-2022 10:42,19.50163927,80.63495929,27.46564794,8.087432504,33.48927544,1.315452369
28-08-2023 07:00,17.63899651,70.44849064,29.72013566,7.885634425,34.86650102,3.224441996
12-07-2018 18:26,10.33660607,80.19360245,25.43957807,7.954244067,33.1399289,3.728881808
07-08-2016 14:22,21.42783964,86.41411929,31.41309379,8.132896649,35.51560958,2.153889544
29-04-2021 23:04,29.25552422,72.35813409,26.08770993,8.289513679,34.40273208,1.331690332
